0	0.000000	0.000000	0.000000
0.05	0.00767035	0.00261715695231513	-0.670781146922614
0.1	0.0153407	0.010111876871931	-1.2717967152218
0.15	0.02301105	0.0219490333528534	-1.80304670489754
0.2	0.0306814	0.037593499989088	-2.26453111594986
0.25	0.03835175	0.0565101503746406	-2.65624994837874
0.3	0.0460221	0.078163858103517	-2.97820320218419
0.35	0.05369245	0.102019496769723	-3.23039087736621
0.4	0.0613628	0.127541939967264	-3.41281297392479
0.45	0.06903315	0.154196061290146	-3.52546949185994
0.5	0.0767035	0.181446734332375	-3.56836043117165
0.55	0.08437385	0.208758832687956	-3.54148579185994
0.6	0.0920442	0.235597229950896	-3.44484557392479
0.65	0.09971455	0.2614267997152	-3.27843977736621
0.7	0.1073849	0.285712415574873	-3.04226840218419
0.75	0.11505525	0.307918951123922	-2.73633144837874
0.8	0.1227256	0.327511279956352	-2.36062891594986
0.85	0.13039595	0.343954275666169	-1.91516080489754
0.9	0.1380663	0.356712811847379	-1.39992711522179
0.95	0.14573665	0.365251762093987	-0.814927846922615
1	0.153407	0.369036	-0.160163
1.05	0.1623206	0.369087453443268	0.146091068097738
1.1	0.1712342	0.366476654682144	0.437183123764135
1.15	0.1801478	0.361338751830636	0.713113166999192
1.2	0.1890614	0.353808893002752	0.973881197802908
1.25	0.197975	0.3440222263125	1.21948721617528
1.3	0.2068886	0.332113899873888	1.44993122211632
1.35	0.2158022	0.318219061800924	1.66521321562601
1.4	0.2247158	0.302472860207616	1.86533319670436
1.45	0.2336294	0.285010443207972	2.05029116535137
1.5	0.242543	0.265966958916	2.22008712156704
1.55	0.2514566	0.245477555445708	2.37472106535137
1.6	0.2603702	0.223677380911104	2.51419299670436
1.65	0.2692838	0.200701583426196	2.63850291562601
1.7	0.2781974	0.176685311104992	2.74765082211632
1.75	0.287111	0.1517637120615	2.84163671617528
1.8	0.2960246	0.126071934409728	2.92046059780291
1.85	0.3049382	0.0997451262636841	2.98412246699919
1.9	0.3138518	0.0729184357373761	3.03262232376413
1.95	0.3227654	0.0457270109448121	3.06596016809774
2	0.331679	0.018306	3.084136
2.05	0.34015605	-0.00866735721922688	3.27654266792199
2.1	0.3486331	-0.037190985373125	3.44989317606272
2.15	0.35711015	-0.0671033444424206	3.60418752442219
2.2	0.3655872	-0.09824289440784	3.7394257130004
2.25	0.37406425	-0.130448095250109	3.85560774179734
2.3	0.3825413	-0.163557406949955	3.95273361081302
2.35	0.39101835	-0.197409289488103	4.03080332004744
2.4	0.3994954	-0.23184220284528	4.08981686950059
2.45	0.40797245	-0.266694607002212	4.12977425917249
2.5	0.4164495	-0.301804961939625	4.15067548906312
2.55	0.42492655	-0.337011727638246	4.15252055917249
2.6	0.4334036	-0.3721533640788	4.13530946950059
2.65	0.44188065	-0.407068331242014	4.09904222004744
2.7	0.4503577	-0.441595089108615	4.04371881081302
2.75	0.45883475	-0.475572097659328	3.96933924179734
2.8	0.4673118	-0.50883781687488	3.8759035130004
2.85	0.47578885	-0.541230706735997	3.76341162442219
2.9	0.4842659	-0.572589227223405	3.63186357606272
2.95	0.49274295	-0.602751838317831	3.48125936792199
3	0.501220	-0.631557	3.311599
3.05	0.5093083	-0.657810303190165	3.18044905849013
3.1	0.5173966	-0.683011904101882	3.05154378977078
3.15	0.5254849	-0.707179958322082	2.92488319384194
3.2	0.5335732	-0.730332621437696	2.80046727070361
3.25	0.5416615	-0.752488049035656	2.67829602035579
3.3	0.5497498	-0.773664396702894	2.55836944279849
3.35	0.5578381	-0.793879820026341	2.44068753803169
3.4	0.5659264	-0.813152474592928	2.32525030605541
3.45	0.5740147	-0.831500515989587	2.21205774686964
3.5	0.582103	-0.84894209980325	2.10110986047439
3.55	0.5901913	-0.865495381620848	1.99240664686964
3.6	0.5982796	-0.881178517029312	1.88594810605541
3.65	0.6063679	-0.896009661615574	1.78173423803169
3.7	0.6144562	-0.910006970966566	1.67976504279849
3.75	0.6225445	-0.923188600669219	1.58004052035579
3.8	0.6306328	-0.935572706310464	1.48256067070361
3.85	0.6387211	-0.947177443477233	1.38732549384194
3.9	0.6468094	-0.958020967756458	1.29433498977078
3.95	0.6548977	-0.96812143473507	1.20358915849013
4	0.662986	-0.977497	1.115088
4.05	0.671562	-0.98663551045752	1.01712085323694
4.1	0.680138	-0.99496026129536	0.925311969291045
4.15	0.688714	-1.00252406577544	0.839661348162314
4.2	0.69729	-1.00937973715968	0.760168989850747
4.25	0.705866	-1.01558008871	0.686834894356344
4.3	0.714442	-1.02117793368832	0.619659061679105
4.35	0.723018	-1.02622608535656	0.55864149181903
4.4	0.731594	-1.03077735697664	0.50378218477612
4.45	0.74017	-1.03488456181048	0.455081140550374
4.5	0.748746	-1.03860051312	0.412538359141792
4.55	0.757322	-1.04197802416712	0.376153840550374
4.6	0.765898	-1.04506990821376	0.34592758477612
4.65	0.774474	-1.04792897852184	0.32185959181903
